sample_id,question,gold_answer,supporting_sentence,answer_type,difficulty,category_group,page_title,section_title,chunk_id,quality_score,n_clean_contexts,decision,question_clear,answer_in_evidence,answer_unique,needs_title,time_sensitive_ok,notes
seed_000083,Which international organization provides data security solutions for IBM's Power i servers?,"Raz-Lee Security, Inc.","Raz-Lee Security, Inc. is an international organization that provides data security solutions for IBM's Power i servers.",organization,easy,organization_product,Raz-Lee,Lead,25265843_1362544991_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000084,Which company owns Slack since 2021?,Salesforce,"Slack Technologies, which has been owned by Salesforce since 2021.",organization,easy,organization_product,Slack (software),Lead,41202764_1365065331_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000085,What type of service does Abra Private provide?,an SEC-registered investment advisory service,"Its offerings include Abra Private, an SEC-registered investment advisory service for high-net-worth investors and family offices;",other,easy,organization_product,Abra (company),Lead,53408773_1364040178_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000086,In which year did EAB become an independent entity?,2017,"The company traces its origins to The Advisory Board Company, a research and advisory organization founded in 1979, and became an independent entity in 2017.",date,easy,organization_product,EAB (company),Lead,56207761_1365381130_0_0,1.0,8,fix,yes,yes,no,yes,yes,multiple candidate values of the same type appear in the sentence - check uniqueness
seed_000087,What stock exchange did ION list on in November 1994?,New York Stock Exchange,"and was listed on the New York Stock Exchange in November 1994 using the trading symbol ""IO""",organization,easy,organization_product,ION Geophysical,History,15704286_1359543122_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000088,In which year did Text rebrand from LiveChat Software?,2023,"In 2023, the company rebranded from ""LiveChat Software"" to ""Text"" to reflect its broadened focus on artificial intelligence and e-commerce solutions.",date,easy,organization_product,Text (company),Lead,15905137_1364551860_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000089,What is the maximum number of concurrent participants allowed in the free plan of Zoom Workplace?,100,"The free plan allows up to 100 concurrent participants, with a 40-minute time restriction.",numeric,easy,organization_product,Zoom (software),Lead,63435456_1365198641_0_0,1.0,8,fix,yes,yes,yes,yes,no,phrasing may go stale over time (relative/superlative language)
seed_000090,"What type of technology does Free Wave Technologies, Inc. design and manufacture?","secure machine-to-machine wireless networking, communications, and computing systems","Free Wave Technologies, Inc. designs and manufactures secure machine-to-machine wireless networking, communications, and computing systems.",other,easy,organization_product,FreeWave Technologies,Lead,5263545_1365838161_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000091,Where was the company founded?,"Palo Alto, California","The company was founded in 2019 in Palo Alto, California.",location,easy,organization_product,Glean Technologies,History,75514588_1339929546_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000092,When was the Geographic Calculator first released?,1993,"Blue Marble Geographics' first software product, Geographic Calculator, was developed in 1992 and released in 1993.",date,easy,organization_product,Blue Marble Geographics,Geographic Calculator,30714362_1361863148_1_0,1.0,8,fix,yes,yes,no,yes,yes,multiple candidate values of the same type appear in the sentence - check uniqueness
seed_000093,Who will succeed Tim Cook as CEO in September 2026?,John Ternus,"He was succeeded as CEO by Tim Cook, who will be succeeded by John Ternus in September 2026.",person,easy,organization_product,Apple Inc.,Lead,856_1366003991_0_1,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000094,Who popularized the concept of the Hyperloop in 2013?,Elon Musk,"The concept of the Hyperloop was popularized in 2013 by Elon Musk, not affiliated with HyperloopTT.",person,easy,organization_product,Hyperloop Transportation Technologies,Lead,43436569_1359539986_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000095,"What is the second most popular download at FossHub as of February 15, 2026?",Audacity,"As of February 15, 2026, Audacity is the second most popular download at FossHub, with over 114.2 million downloads since March 2015.",organization,easy,organization_product,Audacity (audio editor),Lead,335605_1364606757_0_0,1.0,8,fix,yes,yes,yes,yes,no,phrasing may go stale over time (relative/superlative language)
seed_000096,Where is AMAZE's headquarters located?,"Los Angeles, California","Its headquarters is located in Los Angeles, California, with a second office in Seoul, South Korea.",location,easy,organization_product,AMAZE (company),Lead,80020867_1296225068_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000097,What technology does Automated Grading Systems use to assess card condition?,3D laser scanning technology,The company uses artificial intelligence (AI) and 3D laser scanning technology to assess card condition.,other,easy,organization_product,"Automated Grading Systems, Inc.",Lead,80786345_1358782416_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000098,In what year did Vincent John Vincent and Francis MacDougall found the company?,1986,"Founded in 1986 by Canadians Vincent John Vincent and Francis MacDougall, this privately held company develops and licenses gesture recognition software based on computer vision techniques.",date,easy,organization_product,GestureTek,Founding,22717006_1288334569_1_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
seed_000099,What type of international human rights instrument is designed to become legally binding and usually includes prescriptive and very specific language?,conventions,"conventions that are multi-party treaties that are designed to become legally binding, usually include prescriptive and very specific language, and usually are concluded by a long procedure that frequently requires ratification by each states' legislature.",other,easy,historical_event,International human rights instruments,Lead,15079_1341723543_0_0,1.0,8,keep,yes,yes,yes,yes,yes,auto-review: looks good
