sample_id,question,gold_answer,supporting_sentence,answer_type,difficulty,category_group,page_title,section_title,chunk_id,quality_score,n_clean_contexts,decision,question_clear,answer_in_evidence,answer_unique,needs_title,time_sensitive_ok,notes
seed_000070,"What was the Distrito Nacional's status before October 16, 2001, compared to its current status as a subdivision of the Dominican Republic?",including what is now known as Santo Domingo Province,"Before October 16, 2001, the Distrito Nacional was much larger, including what is now known as Santo Domingo Province.",other,medium,location,Distrito Nacional,Lead,998671_1344777481_0_0,1.0,1,fix,no,yes,yes,yes,no,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation; question uses relative/time-sensitive phrasing
seed_000071,When were the executive and judicial branches of the Malaysian federal government relocated?,early 1999,The city remained the seat of the executive and judicial branches of the Malaysian federal government until these were relocated to Putrajaya in early 1999.,date,medium,location,Kuala Lumpur,Lead,16854_1365784851_0_1,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000072,"Which mountain, located in East–Central California along the border of Inyo and Tulare counties, has an elevation of 14,505 feet (4,421 m) and is the highest point in the contiguous United States?",Mount Whitney,"Mount Whitney (Paiute: Tumanguya) is a mountain in California's Sierra Nevada range, and is the highest point in the contiguous United States, with an elevation of 14,505 feet (4,421 m).",location,hard,location,Mount Whitney,Lead,238615_1355912986_0_0,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000073,"Which two hurricanes caused significant impact to the Virgin Islands in September 2017, and what was the visitor count in 2018 compared to 2017?",Irma and Maria,"Two category 5 hurricanes impacted the Virgin Islands in September 2017, Irma and Maria.",other,hard,location,Virgin Islands National Park,Lead,758644_1362946271_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000074,Which two major empires had Delhi as their capital from the early 13th century until the mid-19th century?,the Delhi Sultanate and the Mughal Empire,"From the early 13th century until the mid-19th century, Delhi was the capital of two major empires, the Delhi Sultanate and the Mughal Empire, which covered large parts of South Asia.",other,hard,location,Delhi,Lead,37756_1365313629_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000075,"Which planned city, based on a square grid pattern inspired by Chang'an, was the capital of Japan from 694 to 710 and is now part of Nara Prefecture?",Fujiwara-kyō,"Fujiwara-kyō (藤原京) was the Imperial capital of Japan for sixteen years, between 694 and 710.",location,hard,location,Fujiwara-kyō,Lead,5553537_1366039979_0_0,1.0,8,fix,yes,yes,yes,yes,no,[auto-review] question needs page title for disambiguation; question uses relative/time-sensitive phrasing
seed_000076,In which year was Palmas founded and what was the primary purpose of developing this city in a former agricultural area?,1990,"Palmas was founded in 1990 and developed from the ground up in a former agricultural area as the capital of the new state of Tocantins, formed under the 1988 constitution.",date,hard,location,"Palmas, Tocantins",Lead,2569807_1366562883_0_0,1.0,8,fix,yes,yes,no,no,yes,[auto-review] multiple candidate values for answer_type in evidence
seed_000077,"Which mountain peak in the Great Smoky Mountains National Park, located in the Appalachian temperate rainforest, has an elevation higher than Kuwohi but lower than Mount Le Conte?",Mount Guyot,"The park contains some of the highest mountains in eastern North America, including Kuwohi, Mount Guyot, and Mount Le Conte.",location,hard,location,Great Smoky Mountains National Park,Lead,365553_1365733819_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000078,"In which year was the city of Adelaide founded and named after which German princess, and what is the name of the river near the city center designed by Colonel William Light?",1836,"Named in honour of Adelaide of Saxe-Meiningen, wife of King William IV, the city was founded in 1836 as the planned capital for a freely settled British colony in Australia.",date,hard,location,Adelaide,Lead,1148_1365771377_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000079,"In what year did the U.S. government purchase the eastern side of the future Glacier National Park from the Blackfoot Confederacy, and who is the mountain named after?",1895,The east side of the future national park was purchased by the federal government from the Blackfoot Confederacy in 1895 during the second term of President Grover Cleveland.,date,hard,location,Mount Cleveland (Montana),Lead,2465760_1355820527_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000080,Where does Marc-Alexander Najork work?,Google DeepMind,Marc-Alexander Najork is a distinguished research scientist at Google DeepMind working on generative artificial intelligence.,organization,easy,science_technology,Marc Najork,Lead,81694302_1343572158_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000081,How many games were available for the Amiga platform?,"12,000","However, it was perceived as a games machine from outside its community of experienced and professional users. More than 12,000 games were available.",numeric,easy,science_technology,Amiga software,Lead,4334877_1362187259_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000082,When was ENIAC used to create the first forecasts via computer?,1950,"ENIAC was used to create the first forecasts via computer in 1950, and over the years more powerful computers have been used to increase the size of initial datasets and use more complicated versions of the equations of motion.",date,easy,science_technology,History of numerical weather prediction,Lead,30890995_1358567135_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000083,Who was a pioneer in the field of computing?,Ada Lovelace,The first algorithm intended to be executed by a computer was designed by Ada Lovelace who was a pioneer in the field.,person,easy,science_technology,Women in computing,Lead,2279544_1362971714_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000084,Where is the CSE building located within Earl Warren College?,Warren Mall,"Like many other academic departments within the Jacobs School of Engineering, the CSE building is situated on Warren Mall within Earl Warren College, one of the eight residential colleges at UC San Diego.",location,easy,science_technology,Computer Science and Engineering Building (UC San Diego),Lead,82815097_1362294769_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000085,In which areas is hardware/software co-design widely used?,"embedded systems, cyber-physical systems, and heterogeneous computing platforms","Hardware/Software co-design is widely used in embedded systems, cyber-physical systems, and heterogeneous computing platforms, where software execution and hardware acceleration need to work closely together.",other,easy,science_technology,Hardware/software co-design,Lead,83579393_1364906967_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000086,When was Final Theory published?,2008,Final Theory is a 2008 techno-thriller novel written by Scientific American contributing editor Mark Alpert and published by Touchstone Books.,date,easy,science_technology,Final Theory (novel),Lead,27827081_1355214741_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000087,In which countries is the term 'creative computing' used according to the passage?,United Kingdom and the United States,"""The term \""creative computing\"" is used both in the United Kingdom and the United States (e.g., at Harvard University and MIT).""",other,easy,science_technology,Creative computing,Overview,49870344_1334785441_2_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000088,When did he join the University of Washington as an assistant professor of Computer Science and Engineering?,1999,he joined the University of Washington as an assistant professor of Computer Science and Engineering in 1999,date,easy,science_technology,Pedro Domingos,Research and career,47790413_1318013893_2_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000089,What is physics the scientific study of?,"matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force","Physics is the scientific study of matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force.",other,easy,science_technology,Physics,Lead,22939_1364955093_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000090,When was Jeffrey M. Jaffe born?,21 July 1954,"Jeffrey M. Jaffe (born 21 July 1954) is a computer science researcher, who also served as an executive in several companies/non-public organizations across multiple industries, including computing systems, telecommunications, software, and web.",date,easy,science_technology,Jeffrey M. Jaffe,Lead,81416254_1356192978_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000091,What is the process of abstraction in software engineering and computer science about removing details of?,"physical, spatial, or temporal","In software engineering and computer science, the process of removing physical, spatial, or temporal details or attributes in the study of objects or systems in order to more closely attend to other details of interest; it is also very similar in nature to the process of generalization.",other,easy,science_technology,Glossary of computer science,A,57143357_1364204325_3_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000092,What recent trend has transformed political campaigns worldwide and provided more options for both users and politicians but also led to an increase in disinformation according to the passage?,Generative Artificial Intelligence,"Recently, the new trends of Generative Artificial Intelligence have transformed the political campaigns around the world; such tools and technologies give more modalities to users and politicians for political participation, along with a rise in disinformation.",other,easy,science_technology,Computational politics,Lead,61580753_1342791371_0_0,1.0,8,fix,yes,yes,yes,yes,no,[auto-review] question needs page title for disambiguation; question uses relative/time-sensitive phrasing
seed_000093,When did T.H. Tse receive his PhD?,1988,He received the PhD from the London School of Economics in 1988 under the supervision of Frank Land and Ian Angell.,date,easy,science_technology,T. H. Tse,Lead,43109752_1361750209_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000094,In what year were high-level programming languages introduced?,1958,"The introduction of high-level programming languages in 1958 allowed for more human-readable instructions, making software development easier and more portable across different computer architectures.",numeric,easy,science_technology,Software,Lead,5309_1360134349_0_0,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000095,What percentage of commercial codebases analyzed by the Linux Foundation and Synopsys contained open-source software?,96%,"According to a study by the Linux Foundation and Synopsys, 96% of the commercial codebases analyzed contained open-source software, and 70–90% of a typical codebase consisted of open-source components",numeric,easy,science_technology,Transparency in the software supply chain,Lead,83277131_1365442436_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000096,When was Simon born?,"August 8, 1953","Simon was born on August 8, 1953, in Stadtsteinach, Germany.",date,medium,science_technology,Horst D. Simon,Early life and education,73805220_1356340090_1_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000097,Where did Zdenko Vrandečić live before returning to Stuttgart in mid 2024?,"the San Francisco Bay Area in California, United States","He lived in the San Francisco Bay Area in California, United States, until mid 2024, after which he returned to Stuttgart.",location,medium,science_technology,Denny Vrandečić,Lead,66924839_1360810428_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000098,Which award did Gryz receive for his contributions to internationalization and also received an award from IBM for his work?,Outstanding Contribution to Internationalization Award,He is the recipient of the Outstanding Contribution to Internationalization Award and the IBM Faculty Award as well as a Senior Member of the Institute of Electrical and Electronics Engineers (IEEE).,other,medium,science_technology,Jarek Gryz,Lead,74317822_1347264780_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000099,What is the relationship between software quality assurance and security in the context of software development mentioned in the passage?,critical aspects,"Software quality assurance and security are critical aspects of software development, as bugs and security vulnerabilities can lead to system failures and security breaches.",other,medium,science_technology,Software,Lead,5309_1360134349_1_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000100,What term in the passage refers to the study of nature and is derived from the Greek word meaning 'nature'?,physica,"The word physics comes from the Latin physica ('study of nature'), which itself is a borrowing of the Greek φυσική (phusikḗ 'natural science'), a term derived from φύσις (phúsis 'origin, nature, property').",other,medium,science_technology,Physics,History,22939_1364955093_1_0,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000101,What type of molecules does APPI ionize more effectively than ESI and APCI?,low polarity molecules,The benefit of APPI is that it ionizes molecules across a broad range of polarity and is particularly useful for ionization of low polarity molecules for which other popular ionization methods such as electrospray ionization (ESI) and atmospheric pressure chemical ionization (APCI) are less suitable.,other,medium,science_technology,Atmospheric-pressure photoionization,Lead,44339074_1360614230_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000102,What does frenesy measure in terms of the system's microscopic trajectories compared to entropy production?,the dynamical activity,Frenesy is a measure of the dynamical activity of a system's microscopic trajectories under non-equilibrium conditions.,other,medium,science_technology,Frenesy (physics),Lead,80064998_1343915762_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000103,What term is used for a state vector having nonzero components along multiple dimensions in quantum mechanics?,superposition,Having a nonzero component along multiple dimensions is called a superposition.,other,medium,science_technology,Quantum state space,Relative to Hilbert space,9718351_1287748687_1_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000104,"In what year did Dr Ahmed K. Elmagarmid start the Qatar Computing Research Institute-CSAIL research collaboration with MIT, which led to the establishment of a new center for AI within the institute under his leadership?",2012,"At QCRI, Elmagarmid started the Qatar Computing Research Institute-CSAIL research collaboration with MIT in 2012 with the objective of exchange of expertise between QCRI and MIT-CSAIL scientists and joint knowledge creation.",numeric,medium,science_technology,Ahmed K. Elmagarmid,Lead,33236835_1356014303_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000105,What type of constraints does nuclear astrophysics rely on from observations?,"multiple messengers, all across the electromagnetic spectrum (nuclear gamma-rays, X-rays, optical, and radio/sub-mm astronomy), as well as isotopic measurements of solar-system materials such as meteorites and their stardust inclusions, cosmic rays, material deposits on the Earth and Moon","Constraints from observations involve multiple messengers, all across the electromagnetic spectrum (nuclear gamma-rays, X-rays, optical, and radio/sub-mm astronomy), as well as isotopic measurements of solar-system materials such as meteorites and their stardust inclusions, cosmic rays, material deposits on the Earth and Moon.",other,medium,science_technology,Nuclear astrophysics,Lead,5470137_1364617431_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000106,When did Babbage leave England?,1827,Babbage left England when his wife and father died in 1827.,date,medium,science_technology,Charles Babbage's Saturday night soirées,Scientific soirées,75954090_1313397696_1_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000107,Which fellowships did Abdigani Diriye receive that were associated with institutions outside of Africa?,"TEDGlobal 2017 fellow, an MIT Technology Review 'Innovator Under 35'","Diriye was named a TEDGlobal 2017 fellow, an MIT Technology Review 'Innovator Under 35', and a 'Next Einstein Forum' fellow.",other,medium,science_technology,Abdigani Diriye,Lead,60100206_1364506067_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000108,What award did Kozen receive in 2022 for his work on Kleene algebra with tests?,Alonzo Church Award,His work on Kleene algebra with tests was recognized with an Alonzo Church Award in 2022.,other,medium,science_technology,Dexter Kozen,Career,18945682_1334544447_1_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000109,In what year did the special theory of relativity discredit the concept of absolute simultaneity mentioned in Aristotle's and medieval scholastics' works on physics?,1905,"The idea of absolute simultaneity survived until 1905, when the special theory of relativity and its supporting experiments discredited it.",date,medium,science_technology,Naïve physics,Examples,168907_1292060048_2_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000110,Which institutes does the Wigner Research Centre have after its establishment in 2012?,the Wigner Institute for Particle and Nuclear Physics and the Wigner Institute for Solid State Physics and Optics,"The research centre has two institutes, the Wigner Institute for Particle and Nuclear Physics and the Wigner Institute for Solid State Physics and Optics.",other,medium,science_technology,HUN-REN Wigner Research Centre for Physics,Lead,76868734_1311694557_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000111,What feature made The Note Processor unique among commercial scorewriters?,accepted as input files encoded in DARMS notation,"Intended to provide publishing-quality music engraving, it was unique among commercial scorewriters in that it accepted as input files encoded in DARMS notation.",other,medium,science_technology,The Note Processor (software),Lead,82959304_1359714773_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000112,What type of software is responsible for tasks such as formatting media for a specific filesystem and diagnosing failures on formatted media for the Amiga family of personal computers?,Amiga support and maintenance software,"Amiga support and maintenance software performs service functions such as formatting media for a specific filesystem, diagnosing failures that occur on formatted media, data recovery after media failure, and installation of new software for the Amiga family of personal computers",other,hard,science_technology,Amiga support and maintenance software,Lead,14436015_1329168497_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000113,"Which field of study focuses more on analyzing software sources and processes rather than interfaces and observable effects, distinguishing it from new media studies?",software studies,"This emphasis on analysing software sources and processes (rather than interfaces) often distinguishes software studies from new media studies, which is usually restricted to discussions of interfaces and observable effects.",other,hard,science_technology,Software studies,Lead,17017917_1328741301_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000114,What is the term 'phase' sometimes used as a synonym for in the context of this passage?,state of matter,"The term phase is sometimes used as a synonym for state of matter, but there can be several immiscible phases of the same state of matter (as where oil and water separate into distinct phases, both in the liquid state).",other,hard,science_technology,Phase (matter),Lead,23637_1358332164_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000115,"What does Mark Zemansky suggest avoiding due to its ambiguity, and what is recommended instead?",the term 'thermal energy',Mark Zemansky (1970) has argued that the term 'thermal energy' is best avoided due to its ambiguity. He suggests using more precise terms such as 'internal energy' and 'heat' to avoid confusion.,other,hard,science_technology,Thermal energy,Lead,467047_1354252418_1_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000116,What is the relationship between AmigaOS and AROS and MorphOS in terms of their development history?,split,This article deals with music software created for the Amiga line of computers and covers the AmigaOS operating system and its derivates AROS and MorphOS and is a split of main article Amiga software.,other,hard,science_technology,Amiga music software,Lead,31230857_1346559238_0_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000117,What is naïve physics?,untrained human perception of basic physical phenomena,Naïve physics or folk physics is the untrained human perception of basic physical phenomena.,other,easy,science_technology,Naïve physics,Lead,168907_1292060048_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000118,"Who was born in October but not on the 29th and works at Brookhaven National Laboratory in Geneva, Switzerland?",Edward Karavakis,"Edward Karavakis (Greek: Εδουάρδος Καραβάκης; born October 29, 1983) is a Greek computer scientist working as a Senior Applications Engineer at Brookhaven National Laboratory (BNL) stationed at CERN, the European Organization for Nuclear Research in Geneva, Switzerland.",person,easy,science_technology,Edward Karavakis,Lead,75135199_1356192556_0_0,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000119,Who integrate shock waves into Einstein's general relativity?,Smoller and Temple,Smoller and Temple integrate shock waves into Einstein's general relativity.,other,easy,science_technology,Shockwave cosmology,Integration with general relativity,76197486_1284979894_1_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000120,Who was relocated to Fort Victoria in 1849 to oversee the HBC's operations west of the Rockies and what was the reason for this move?,James Douglas,"Thus in 1849, it moved its western headquarters from Fort Vancouver on the Columbia River (present-day Vancouver, Washington) to Fort Victoria. Fort Vancouver's Chief Factor, James Douglas, was relocated to the young trading post to oversee the company's operations west of the Rockies.",person,easy,historical_event,Douglas Treaties,Background,23771407_1341416109_1_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000121,When did the modern phase of the conflict begin?,1922,"The modern phase of the conflict is believed to have begun in 1922, with the emergence of Kurdish nationalism which occurred in parallel with the formation of the modern State of Turkey.",date,easy,historical_event,Kurdish–Turkish conflict,Lead,9717503_1364274115_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000122,When did the Price Revolution occur?,the second half of the 16th century,"The Price Revolution, sometimes known as the Spanish Price Revolution, was a series of economic events that occurred in the second half of the 16th century, and most specifically linked to the high rate of inflation that occurred during this period across Western Europe.",date,easy,historical_event,Price revolution,Lead,42616_1365350301_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000123,When did Transnistria make a formal sovereignty declaration from Moldova?,2 September 1990,"The conflict may be considered to have started on 2 September 1990, when Transnistria made a formal sovereignty declaration from Moldova (then part of the Soviet Union).",date,easy,historical_event,Transnistria conflict,Lead,4354805_1366728519_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000124,When was Vang Pao arrested in the United States?,June 2007,"In June 2007, Vang Pao was arrested in the United States for an alleged plot to overthrow the Laotian communist government.",date,easy,historical_event,Insurgency in Laos,Lead,4602513_1366537850_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000125,When was the Easter Offensive in its third day?,2 April 1972,"On 2 April 1972, the Easter Offensive, the largest combined arms operation of the entire Vietnam War, was in its third day.",date,easy,historical_event,Rescue of Bat 21 Bravo,Lead,31276542_1357635557_0_0,1.0,8,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000126,Who proposed that the Earth revolves around the Sun?,Nicolaus Copernicus,"The Copernican Revolution is named for the Renaissance astronomer Nicolaus Copernicus, who in the 16th century proposed that the Earth revolves around the Sun.",person,easy,historical_event,Copernican Revolution,Lead,2748665_1366385732_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000127,When was Gagauzia formally reintegrated into Moldova?,1995,"It was formally reintegrated into Moldova in 1995, when Gagauzia was officially recognized as an ""autonomous territorial unit"" within the country.",date,easy,historical_event,Gagauzia conflict,Lead,74457321_1361103261_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000128,When did the United Nations General Assembly pass resolution 97?,14 December 1946,"On 14 December 1946, the United Nations General Assembly passed resolution 97, which laid the rules for the registration of international agreements by the UN Secretariat.",date,easy,historical_event,Treaty series,United Nations,8665239_1350684803_2_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000129,When was Dia al-Azzawi born?,1939,"Dia al-Azzawi was born in al-Fadhil, a neighborhood in Baghdad, in 1939, and was the third of ten children.",date,easy,historical_event,Dia Azzawi,Life and career,51524433_1345993967_1_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000130,When did the various communist factions gain strategic influence in mainland Southeast Asia after the war?,1975,"The Third Indochina War was a series of interconnected military conflicts among the various communist factions over strategic influence in mainland Southeast Asia after communist victory in South Vietnam, Laos, and Cambodia in 1975.",date,easy,historical_event,Third Indochina War,Lead,537568_1358063585_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000131,When did the New People's Army rebellion begin?,"March 29, 1969","The history of the rebellion can be traced back to March 29, 1969, when Jose Maria Sison's newly formed CPP entered an alliance with a small armed group led by Bernabe Buscayno.",date,easy,historical_event,New People's Army rebellion,Lead,18748169_1365847000_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000132,What type of revolutions are contrasted with political revolutions according to the passage?,social revolutions,Political revolutions are contrasted with social revolutions in which old property relations are overturned.,other,easy,historical_event,Political revolution (Trotskyism),Lead,40494288_1339184621_0_0,1.0,8,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000133,When did Argentina attempt to regulate traffic on the Paraná and Uruguay rivers?,the late 1840s,"In the late 1840s, Argentina attempted to regulate traffic on the Paraná and Uruguay rivers, which impacted upon Anglo-French trade with the landlocked Paraguay.",date,easy,historical_event,Arana–Lepredour Treaty,Lead,36298615_1183864909_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000134,When did the accident occur?,25 May 1982,"On 25 May 1982, a Royal Air Force SEPECAT Jaguar of 14 Squadron, while returning to its base at RAF Brüggen in Germany following a training mission, was accidentally hit by an air-to-air missile fired by another Royal Air Force aircraft, a McDonnell Douglas Phantom.",date,easy,historical_event,1982 Royal Air Force Jaguar shootdown incident,Lead,69915222_1365687823_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000135,When did the Naxalite–Maoist insurgency start?,1967,The insurgency started after the 1967 Naxalbari uprising and the subsequent split of the Communist Party of India (Marxist) leading to the creation of a Marxist–Leninist faction.,date,easy,historical_event,Naxalite–Maoist insurgency,Lead,21636599_1365590311_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000136,What was the status of the International Court of Justice's jurisdiction regarding Pakistan's compensation claim for the Atlantique incident?,ruling that it had no jurisdiction in the matter,"Pakistan later lodged a compensation claim at the International Court of Justice, blaming India for the incident, but the court dismissed the case, ruling that it had no jurisdiction in the matter.",other,medium,historical_event,1999 Pakistani Breguet 1150 Atlantic shootdown,Lead,2018850_1351771829_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000137,What type of targets did Islamic extremists and jihadism primarily attack in Saudi Arabia besides Saudi Arabian civilians and security forces?,foreign civilians—Westerners affiliated with its oil-based economy,Their targets included foreign civilians—Westerners affiliated with its oil-based economy—as well as Saudi Arabian civilians and security forces.,other,medium,historical_event,Terrorism in Saudi Arabia,Lead,1699087_1358683736_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000138,"In which decade were new technologies such as the electrical telegraph widely introduced in the UK and US, but not sufficient to drive high rates of growth during the period of economic recession?",1840s,"New technologies such as the electrical telegraph, widely introduced in the 1840s in the UK and US, were not sufficient to drive high rates of growth.",date,medium,historical_event,Industrial Revolution,Lead,14914_1365823191_0_1,1.0,1,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
seed_000139,"When did the Malayan Communist Party experience a schism that led to the emergence of two breakaway factions, and what were the names of these factions?",the Communist Party of Malaya/Marxist–Leninist (CPM/ML) and the Communist Party of Malaya/Revolutionary Faction (CPM–RF),"In 1970, the MCP experienced a schism which led to the emergence of two breakaway factions: the Communist Party of Malaya/Marxist–Leninist (CPM/ML) and the Communist Party of Malaya/Revolutionary Faction (CPM–RF).",other,medium,historical_event,Communist insurgency in Malaysia (1968–1989),Lead,8949710_1337031650_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000140,Which event caused the provisions of the Adams–Onís Treaty to no longer remain in full effect?,Treaty of Córdoba acknowledged Mexican independence from Spain,"The provisions of the treaty remained in full effect only until August 24, 1821, when the Treaty of Córdoba acknowledged Mexican independence from Spain.",other,medium,historical_event,Adams–Onís Treaty,Lead,236971_1363747444_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000141,"Which event influenced the British Prime Minister William Pitt the Younger to be one of the key motivators of the Eden Treaty, and how did the British delegation's behavior affect the treaty's outcome?","the secession of the thirteen American colonies, and the publication of Adam Smith's Wealth of Nations","It was spurred on in Britain by the secession of the thirteen American colonies, and the publication of Adam Smith's Wealth of Nations. British Prime Minister William Pitt the Younger was heavily influenced by the ideas of Smith, and was one of the key motivators of the treaty.",other,medium,historical_event,Eden Agreement,Lead,4704824_1362634990_0_0,1.0,1,keep,yes,yes,yes,no,yes,[auto-review] no issues detected
seed_000142,When did Tekoşîna Anarşîst release its first official statement after its existence was announced online?,"January 10, 2019","the unit did not publicly announce its existence until January 10, 2019, when it released an official statement, quickly picked up by websites such as It's Going Down, Enough is Enough and Voices in Movement.",date,medium,historical_event,Anarchist Struggle,History,65877898_1360671179_1_0,1.0,1,fix,no,yes,yes,yes,yes,[auto-review] question relies on unresolved pronoun/reference or is too short; question needs page title for disambiguation
seed_000143,Which event marked the deepening of divisions between China and the Soviet Union in the late 1950s?,Sino-Soviet split,"In the late 1950s, divisions between China and the Soviet Union deepened, culminating in the Sino-Soviet split, and the two then vied for control of communist movements across the world, especially in Asia.",other,medium,historical_event,Cold War in Asia,Lead,68505042_1364920850_0_0,1.0,8,keep,yes,yes,yes,yes,yes,[auto-review] question needs page title for disambiguation
