eval_id,sample_id,model_name,condition,severity,exact_match,token_f1,semantic_similarity,llm_judge_correct,abstained,hallucinated,prediction,gold_answer
eval_Qwen_Qwen2.5-7B-Instruct_000312,seed_000075__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,1958
eval_Qwen_Qwen2.5-7B-Instruct_000313,seed_000076__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.2222222222222222,,True,False,I don't know.,14 December 1946
eval_Qwen_Qwen2.5-7B-Instruct_000314,seed_000076__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.2222222222222222,,True,False,I don't know.,14 December 1946
eval_Qwen_Qwen2.5-7B-Instruct_000315,seed_000076__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.2222222222222222,,True,False,I don't know.,14 December 1946
eval_Qwen_Qwen2.5-7B-Instruct_000316,seed_000077__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.14285714285714288,0.3333333333333333,False,False,True,"Dakshineswar, Shovabazar, and Deoghar","West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur"
eval_Qwen_Qwen2.5-7B-Instruct_000317,seed_000077__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.13333333333333333,,True,False,I don't know.,"West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur"
eval_Qwen_Qwen2.5-7B-Instruct_000318,seed_000077__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.13333333333333333,,True,False,I don't know.,"West Bengal, Agra, Allahabad, Benares, Cawnpore, Lucknow, Saharanpur and Shahjahanpur"
eval_Qwen_Qwen2.5-7B-Instruct_000319,seed_000078__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,False,False,True,shortly after the outbreak of the Peninsular War,1809
eval_Qwen_Qwen2.5-7B-Instruct_000320,seed_000078__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.06382978723404255,False,False,True,"According to the passage, the conflicts began after Napoleon's invasion of the Iberian Peninsula in 1807.",1809
eval_Qwen_Qwen2.5-7B-Instruct_000321,seed_000078__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.05555555555555555,False,False,True,The conflicts began in August 1958 when China bombarded the island of Quemoy.,1809
eval_Qwen_Qwen2.5-7B-Instruct_000322,seed_000079__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.18181818181818182,,True,False,I don't know.,25 May 1982
eval_Qwen_Qwen2.5-7B-Instruct_000323,seed_000079__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.18181818181818182,,True,False,I don't know.,25 May 1982
eval_Qwen_Qwen2.5-7B-Instruct_000324,seed_000079__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.18181818181818182,,True,False,I don't know.,25 May 1982
eval_Qwen_Qwen2.5-7B-Instruct_000325,seed_000080__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.08695652173913043,,True,False,I don't know.,October 2012
eval_Qwen_Qwen2.5-7B-Instruct_000326,seed_000080__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.08695652173913043,,True,False,I don't know.,October 2012
eval_Qwen_Qwen2.5-7B-Instruct_000327,seed_000080__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.08695652173913043,,True,False,I don't know.,October 2012
eval_Qwen_Qwen2.5-7B-Instruct_000328,seed_000081__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,2021
eval_Qwen_Qwen2.5-7B-Instruct_000329,seed_000081__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,2021
eval_Qwen_Qwen2.5-7B-Instruct_000330,seed_000081__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,2021
eval_Qwen_Qwen2.5-7B-Instruct_000331,seed_000082__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.23076923076923078,,True,False,I don't know.,Amazon DynamoDB
eval_Qwen_Qwen2.5-7B-Instruct_000332,seed_000082__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.23076923076923078,,True,False,I don't know.,Amazon DynamoDB
eval_Qwen_Qwen2.5-7B-Instruct_000333,seed_000082__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.23076923076923078,,True,False,I don't know.,Amazon DynamoDB
eval_Qwen_Qwen2.5-7B-Instruct_000334,seed_000083__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.2,,True,False,I don't know.,"Raz-Lee Security, Inc."
eval_Qwen_Qwen2.5-7B-Instruct_000335,seed_000083__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.2,,True,False,I don't know.,"Raz-Lee Security, Inc."
eval_Qwen_Qwen2.5-7B-Instruct_000336,seed_000083__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.2,,True,False,I don't know.,"Raz-Lee Security, Inc."
eval_Qwen_Qwen2.5-7B-Instruct_000337,seed_000084__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.09523809523809523,,True,False,I don't know.,Salesforce
eval_Qwen_Qwen2.5-7B-Instruct_000338,seed_000084__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.09523809523809523,,True,False,I don't know.,Salesforce
eval_Qwen_Qwen2.5-7B-Instruct_000339,seed_000084__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.09523809523809523,,True,False,I don't know.,Salesforce
eval_Qwen_Qwen2.5-7B-Instruct_000340,seed_000085__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.23076923076923078,,True,False,I don't know.,an SEC-registered investment advisory service
eval_Qwen_Qwen2.5-7B-Instruct_000341,seed_000085__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.23076923076923078,,True,False,I don't know.,an SEC-registered investment advisory service
eval_Qwen_Qwen2.5-7B-Instruct_000342,seed_000085__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.23076923076923078,,True,False,I don't know.,an SEC-registered investment advisory service
eval_Qwen_Qwen2.5-7B-Instruct_000343,seed_000086__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,2017
eval_Qwen_Qwen2.5-7B-Instruct_000344,seed_000086__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,2017
eval_Qwen_Qwen2.5-7B-Instruct_000345,seed_000087__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.17647058823529413,,True,False,I don't know.,New York Stock Exchange
eval_Qwen_Qwen2.5-7B-Instruct_000346,seed_000087__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.17647058823529413,,True,False,I don't know.,New York Stock Exchange
eval_Qwen_Qwen2.5-7B-Instruct_000347,seed_000087__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.17647058823529413,,True,False,I don't know.,New York Stock Exchange
eval_Qwen_Qwen2.5-7B-Instruct_000348,seed_000088__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,2023
eval_Qwen_Qwen2.5-7B-Instruct_000349,seed_000088__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,2023
eval_Qwen_Qwen2.5-7B-Instruct_000350,seed_000088__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,2023
eval_Qwen_Qwen2.5-7B-Instruct_000351,seed_000089__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,100
eval_Qwen_Qwen2.5-7B-Instruct_000352,seed_000089__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,100
eval_Qwen_Qwen2.5-7B-Instruct_000353,seed_000089__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,100
eval_Qwen_Qwen2.5-7B-Instruct_000354,seed_000090__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.16666666666666666,0.2872340425531915,False,False,True,"Free Wave Technologies, Inc. designs and manufactures long range, reliable and rugged wireless data link radios.","secure machine-to-machine wireless networking, communications, and computing systems"
eval_Qwen_Qwen2.5-7B-Instruct_000355,seed_000090__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.16666666666666666,0.26732673267326734,False,False,True,"Free Wave Technologies, Inc. designs and manufactures secure, highly reliable, licensed, and license-free spread spectrum radios.","secure machine-to-machine wireless networking, communications, and computing systems"
eval_Qwen_Qwen2.5-7B-Instruct_000356,seed_000090__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.13186813186813187,,True,False,I don't know.,"secure machine-to-machine wireless networking, communications, and computing systems"
eval_Qwen_Qwen2.5-7B-Instruct_000357,seed_000091__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.1935483870967742,,True,False,I don't know.,"Palo Alto, California"
eval_Qwen_Qwen2.5-7B-Instruct_000358,seed_000091__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.1935483870967742,,True,False,I don't know.,"Palo Alto, California"
eval_Qwen_Qwen2.5-7B-Instruct_000359,seed_000091__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.1935483870967742,,True,False,I don't know.,"Palo Alto, California"
eval_Qwen_Qwen2.5-7B-Instruct_000360,seed_000092__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,1993
eval_Qwen_Qwen2.5-7B-Instruct_000361,seed_000092__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,1993
eval_Qwen_Qwen2.5-7B-Instruct_000362,seed_000092__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,1993
eval_Qwen_Qwen2.5-7B-Instruct_000363,seed_000093__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.18181818181818182,,True,False,I don't know.,John Ternus
eval_Qwen_Qwen2.5-7B-Instruct_000364,seed_000093__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.18181818181818182,,True,False,I don't know.,John Ternus
eval_Qwen_Qwen2.5-7B-Instruct_000365,seed_000093__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.18181818181818182,,True,False,I don't know.,John Ternus
eval_Qwen_Qwen2.5-7B-Instruct_000366,seed_000094__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.4,,True,False,I don't know.,Elon Musk
eval_Qwen_Qwen2.5-7B-Instruct_000367,seed_000094__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.4,,True,False,I don't know.,Elon Musk
eval_Qwen_Qwen2.5-7B-Instruct_000368,seed_000094__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.4,,True,False,I don't know.,Elon Musk
eval_Qwen_Qwen2.5-7B-Instruct_000369,seed_000095__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.21052631578947367,,True,False,I don't know.,Audacity
eval_Qwen_Qwen2.5-7B-Instruct_000370,seed_000095__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.21052631578947367,,True,False,I don't know.,Audacity
eval_Qwen_Qwen2.5-7B-Instruct_000371,seed_000096__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.3333333333333333,False,False,True,Silicon Valley,"Los Angeles, California"
eval_Qwen_Qwen2.5-7B-Instruct_000372,seed_000096__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.3333333333333333,False,False,True,Silicon Valley,"Los Angeles, California"
eval_Qwen_Qwen2.5-7B-Instruct_000373,seed_000096__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.18181818181818182,,True,False,I don't know.,"Los Angeles, California"
eval_Qwen_Qwen2.5-7B-Instruct_000374,seed_000097__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.2564102564102564,,True,False,I don't know.,3D laser scanning technology
eval_Qwen_Qwen2.5-7B-Instruct_000375,seed_000097__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.2564102564102564,,True,False,I don't know.,3D laser scanning technology
eval_Qwen_Qwen2.5-7B-Instruct_000376,seed_000097__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.2564102564102564,,True,False,I don't know.,3D laser scanning technology
eval_Qwen_Qwen2.5-7B-Instruct_000377,seed_000098__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.0,,True,False,I don't know.,1986
eval_Qwen_Qwen2.5-7B-Instruct_000378,seed_000098__missing_evidence__medium,Qwen/Qwen2.5-7B-Instruct,missing_evidence,medium,0.0,0.0,0.0,,True,False,I don't know.,1986
eval_Qwen_Qwen2.5-7B-Instruct_000379,seed_000098__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.0,,True,False,I don't know.,1986
eval_Qwen_Qwen2.5-7B-Instruct_000380,seed_000099__missing_evidence__low,Qwen/Qwen2.5-7B-Instruct,missing_evidence,low,0.0,0.0,0.36363636363636365,,True,False,I don't know.,conventions
eval_Qwen_Qwen2.5-7B-Instruct_000381,seed_000099__missing_evidence__high,Qwen/Qwen2.5-7B-Instruct,missing_evidence,high,0.0,0.0,0.36363636363636365,,True,False,I don't know.,conventions
eval_Qwen_Qwen2.5-7B-Instruct_000382,seed_000000__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,29 March 1964,29 March 1964
eval_Qwen_Qwen2.5-7B-Instruct_000383,seed_000000__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,29 March 1964,29 March 1964
eval_Qwen_Qwen2.5-7B-Instruct_000384,seed_000000__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,29 March 1964,29 March 1964
eval_Qwen_Qwen2.5-7B-Instruct_000385,seed_000001__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"January 8, 2013","January 8, 2013"
eval_Qwen_Qwen2.5-7B-Instruct_000386,seed_000001__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"January 8, 2013","January 8, 2013"
eval_Qwen_Qwen2.5-7B-Instruct_000387,seed_000001__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"January 8, 2013","January 8, 2013"
eval_Qwen_Qwen2.5-7B-Instruct_000388,seed_000002__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,0.0,0.8,0.7096774193548387,True,False,False,"Addis Ababa, Ethiopia",Addis Ababa
eval_Qwen_Qwen2.5-7B-Instruct_000389,seed_000002__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,0.0,0.8,0.7096774193548387,True,False,False,"Addis Ababa, Ethiopia",Addis Ababa
eval_Qwen_Qwen2.5-7B-Instruct_000390,seed_000002__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,0.0,0.8,0.7096774193548387,True,False,False,"Addis Ababa, Ethiopia",Addis Ababa
eval_Qwen_Qwen2.5-7B-Instruct_000391,seed_000003__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,December 2020,December 2020
eval_Qwen_Qwen2.5-7B-Instruct_000392,seed_000003__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,December 2020,December 2020
eval_Qwen_Qwen2.5-7B-Instruct_000393,seed_000003__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,December 2020,December 2020
eval_Qwen_Qwen2.5-7B-Instruct_000394,seed_000004__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"July 30, 1938","July 30, 1938"
eval_Qwen_Qwen2.5-7B-Instruct_000395,seed_000004__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"July 30, 1938","July 30, 1938"
eval_Qwen_Qwen2.5-7B-Instruct_000396,seed_000004__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"July 30, 1938","July 30, 1938"
eval_Qwen_Qwen2.5-7B-Instruct_000397,seed_000005__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,1872,1872
eval_Qwen_Qwen2.5-7B-Instruct_000398,seed_000005__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,1872,1872
eval_Qwen_Qwen2.5-7B-Instruct_000399,seed_000005__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,1872,1872
eval_Qwen_Qwen2.5-7B-Instruct_000400,seed_000006__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,15 June 1947,15 June 1947
eval_Qwen_Qwen2.5-7B-Instruct_000401,seed_000006__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,15 June 1947,15 June 1947
eval_Qwen_Qwen2.5-7B-Instruct_000402,seed_000006__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,15 June 1947,15 June 1947
eval_Qwen_Qwen2.5-7B-Instruct_000403,seed_000007__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"December 1, 1942","December 1, 1942"
eval_Qwen_Qwen2.5-7B-Instruct_000404,seed_000007__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"December 1, 1942","December 1, 1942"
eval_Qwen_Qwen2.5-7B-Instruct_000405,seed_000007__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"December 1, 1942","December 1, 1942"
eval_Qwen_Qwen2.5-7B-Instruct_000406,seed_000008__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,21 October 1958,21 October 1958
eval_Qwen_Qwen2.5-7B-Instruct_000407,seed_000008__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,21 October 1958,21 October 1958
eval_Qwen_Qwen2.5-7B-Instruct_000408,seed_000008__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,21 October 1958,21 October 1958
eval_Qwen_Qwen2.5-7B-Instruct_000409,seed_000009__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"October 23, 2024","October 23, 2024"
eval_Qwen_Qwen2.5-7B-Instruct_000410,seed_000009__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"October 23, 2024","October 23, 2024"
eval_Qwen_Qwen2.5-7B-Instruct_000411,seed_000009__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"October 23, 2024","October 23, 2024"
eval_Qwen_Qwen2.5-7B-Instruct_000412,seed_000010__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"Queens, New York City","Queens, New York City"
eval_Qwen_Qwen2.5-7B-Instruct_000413,seed_000010__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"Queens, New York City","Queens, New York City"
eval_Qwen_Qwen2.5-7B-Instruct_000414,seed_000010__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"Queens, New York City","Queens, New York City"
eval_Qwen_Qwen2.5-7B-Instruct_000415,seed_000011__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"April 24, 1984","April 24, 1984"
eval_Qwen_Qwen2.5-7B-Instruct_000416,seed_000011__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"April 24, 1984","April 24, 1984"
eval_Qwen_Qwen2.5-7B-Instruct_000417,seed_000011__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"April 24, 1984","April 24, 1984"
eval_Qwen_Qwen2.5-7B-Instruct_000418,seed_000012__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,13 April 1940,13 April 1940
eval_Qwen_Qwen2.5-7B-Instruct_000419,seed_000012__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,13 April 1940,13 April 1940
eval_Qwen_Qwen2.5-7B-Instruct_000420,seed_000012__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,13 April 1940,13 April 1940
eval_Qwen_Qwen2.5-7B-Instruct_000421,seed_000013__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,0.0,0.6666666666666666,0.42105263157894735,True,False,False,Yale University,Yale
eval_Qwen_Qwen2.5-7B-Instruct_000422,seed_000013__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,0.0,0.6666666666666666,0.42105263157894735,True,False,False,Yale University,Yale
eval_Qwen_Qwen2.5-7B-Instruct_000423,seed_000013__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,0.0,0.0,0.18181818181818182,False,False,True,Harvard University,Yale
eval_Qwen_Qwen2.5-7B-Instruct_000424,seed_000014__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,Bernheim,Bernheim
eval_Qwen_Qwen2.5-7B-Instruct_000425,seed_000014__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,Bernheim,Bernheim
eval_Qwen_Qwen2.5-7B-Instruct_000426,seed_000014__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,Bernheim,Bernheim
eval_Qwen_Qwen2.5-7B-Instruct_000427,seed_000015__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,MIT,MIT
eval_Qwen_Qwen2.5-7B-Instruct_000428,seed_000015__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,MIT,MIT
eval_Qwen_Qwen2.5-7B-Instruct_000429,seed_000015__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,MIT,MIT
eval_Qwen_Qwen2.5-7B-Instruct_000430,seed_000016__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,"May 7, 2011","May 7, 2011"
eval_Qwen_Qwen2.5-7B-Instruct_000431,seed_000016__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,"May 7, 2011","May 7, 2011"
eval_Qwen_Qwen2.5-7B-Instruct_000432,seed_000016__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,"May 7, 2011","May 7, 2011"
eval_Qwen_Qwen2.5-7B-Instruct_000433,seed_000017__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,1951,1951
eval_Qwen_Qwen2.5-7B-Instruct_000434,seed_000017__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,1951,1951
eval_Qwen_Qwen2.5-7B-Instruct_000435,seed_000017__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,1951,1951
eval_Qwen_Qwen2.5-7B-Instruct_000436,seed_000018__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,1.0,1.0,1.0,True,False,False,8 April 2024,8 April 2024
eval_Qwen_Qwen2.5-7B-Instruct_000437,seed_000018__context_noise__medium,Qwen/Qwen2.5-7B-Instruct,context_noise,medium,1.0,1.0,1.0,True,False,False,8 April 2024,8 April 2024
eval_Qwen_Qwen2.5-7B-Instruct_000438,seed_000018__context_noise__high,Qwen/Qwen2.5-7B-Instruct,context_noise,high,1.0,1.0,1.0,True,False,False,8 April 2024,8 April 2024
eval_Qwen_Qwen2.5-7B-Instruct_000439,seed_000019__context_noise__low,Qwen/Qwen2.5-7B-Instruct,context_noise,low,0.0,0.9285714285714286,0.9270833333333334,True,False,False,University of Uppsala and Nobel Institute for Physics (Manne Siegbahn Institute of Physics),University of Uppsala and the Nobel Institute for Physics (later renamed the Manne Siegbahn Institute of Physics)
